EPSPs recorded with voltage sensitive dye JPW1114 from the CA1 field of rat hippocampal slice,,,,,,,,,,,,,,,,,,,,,,
188,47,0.049801089,0.052878811,0.05713976,0.067968672,0.064256103,0.059651217,0.06016791,0.037893196,0.036131425,0.026329457,,0.004734608,0.009671057,0.021877478,0.031166985,0.025845626,0.043729097,0.032862359,0.035413686,0.051535095,0.032016674
189,47.25,0.054870249,0.052629428,0.05893019,0.06010399,0.066504839,0.055909366,0.053001689,0.042242519,0.031571784,0.017045647,,0.003218258,0.020774388,0.02246834,0.025697017,0.037228011,0.037841706,0.037566239,0.036141772,0.051013334,0.042150365
190,47.5,0.060926602,0.046100883,0.056421473,0.057796096,0.073706023,0.060677448,0.055958385,0.039265116,0.033069343,0.036715778,,0.011042163,0.015998879,0.015484493,0.025320786,0.034989277,0.041573116,0.039094424,0.043778464,0.048335048,0.041783124
191,47.75,0.0477459,0.044818469,0.066393537,0.06310753,0.080606938,0.06644123,0.040635678,0.051867562,0.042846835,0.030607553,,0.013843537,0.01307683,0.023288069,0.020082331,0.02710676,0.04653462,0.037117617,0.03831257,0.049605843,0.034240567
192,48,0.051565046,0.047231563,0.055929119,0.065820472,0.06471235,0.055919659,0.034065076,0.045718824,0.03801261,0.030411684,,0.00365331,0.008046471,0.021364899,0.018936214,0.029737206,0.0366759,0.037587272,0.038848404,0.042575545,0.034140486
193,48.25,0.051823188,0.051310799,0.054901504,0.065211988,0.062285733,0.051189555,0.036855311,0.036820545,0.029025052,0.023167264,,0.008453003,0.014515804,0.014114095,0.025451657,0.033933216,0.034890736,0.041971599,0.033349703,0.033904065,0.036178472
194,48.5,0.060518317,0.045230239,0.062694539,0.057361244,0.060432153,0.057806415,0.041037688,0.036379855,0.027202327,0.028717247,,0.012457368,0.018982398,0.011015487,0.027461479,0.036709581,0.033787408,0.043321642,0.043080081,0.035435018,0.032919349
195,48.75,0.052761412,0.050185254,0.057557509,0.060587133,0.071306535,0.055643208,0.050688426,0.041736767,0.028614546,0.02778451,,0.002934704,0.0120518,0.018907209,0.034552331,0.026189332,0.045083445,0.036083312,0.030789328,0.040348034,0.029887618
196,49,0.04581851,0.041584374,0.053045755,0.058978327,0.06715517,0.060599574,0.043649518,0.046948978,0.035848749,0.029595367,,0.004039072,0.008182049,0.009711101,0.028985897,0.034121282,0.032261593,0.032566613,0.027242448,0.042477414,0.035765111
197,49.25,0.045801745,0.042901487,0.055782875,0.055779842,0.068813792,0.053840688,0.037193406,0.041114833,0.041928761,0.024986108,,0.005614795,0.017961271,0.014993479,0.025205703,0.028233428,0.046656105,0.032172049,0.0311981,0.047147691,0.036507835
198,49.5,0.043763307,0.041963314,0.064909561,0.05492452,0.065348742,0.055755574,0.041954315,0.03794883,0.046353846,0.025936206,,0.011153477,0.012820424,0.009446675,0.026056109,0.027993472,0.042482886,0.040101144,0.037855613,0.046204599,0.03472526
199,49.75,0.043898805,0.042647006,0.052378177,0.057564893,0.059262604,0.056982109,0.046342743,0.03555946,0.035985747,0.029382539,,0.013393864,0.018680673,0.011303865,0.021387071,0.029693275,0.034424527,0.040828933,0.037044287,0.036258858,0.042276719
200,50,0.054211019,0.04136219,0.058469234,0.048631264,0.061363482,0.056081556,0.046525877,0.040946403,0.044251252,0.035404615,,0.006406918,0.009097011,0.01415717,0.023201653,0.026448648,0.045011044,0.040523442,0.03112995,0.039760093,0.032399986
201,50.25,0.045254964,0.039204587,0.052637642,0.050389457,0.058144596,0.053702425,0.056186385,0.040147134,0.041607992,0.030992757,,0.001819743,0.011698343,0.027940386,0.029366837,0.022813314,0.045712352,0.042064405,0.026784464,0.043670741,0.034299573
202,50.5,0.050487544,0.048494955,0.050400232,0.046225587,0.068360464,0.045668561,0.048035686,0.047119165,0.038945712,0.035534051,,0.007085932,0.006733265,0.017991263,0.026579934,0.026332209,0.036440052,0.022472375,0.03100663,0.046785255,0.025487517
203,50.75,0.045867469,0.049561589,0.053323562,0.053685761,0.063621862,0.060302895,0.060824878,0.033284571,0.032228042,0.03403281,,0.008865088,0.015744821,0.006580044,0.021382883,0.026056637,0.046971675,0.033698974,0.035148733,0.038386114,0.037667528
204,51,0.048146159,0.043127171,0.042452935,0.049813623,0.065700018,0.043496358,0.048426136,0.035013483,0.044052782,0.032258891,,0.008037682,0.012003677,0.009935882,0.029002171,0.027815986,0.042163405,0.033182287,0.033480269,0.03545878,0.026433651
205,51.25,0.041636812,0.04285547,0.056830151,0.055875685,0.062045388,0.052233781,0.036571988,0.039978943,0.035674056,0.028263068,,-9.92267E-05,0.018936432,0.013645534,0.023018716,0.026390263,0.043129197,0.029632131,0.023846723,0.041605286,0.028787929
206,51.5,0.045708992,0.038665196,0.05405307,0.053053439,0.058138683,0.051795819,0.044551723,0.047948155,0.042513539,0.024404789,,-0.00104624,0.019109125,0.020059598,0.019413135,0.032892617,0.039611775,0.032838658,0.028144422,0.038206188,0.026701523
207,51.75,0.047664738,0.043634005,0.053408866,0.053071629,0.058916222,0.051159936,0.041195663,0.027961006,0.029780691,0.026665374,,0.005017054,0.014599206,0.019187174,0.020149206,0.027485562,0.043201366,0.0314439,0.028460794,0.039536204,0.03358322
208,52,0.05308527,0.035699013,0.045421831,0.053232666,0.058841569,0.05298405,0.048199489,0.032889057,0.037046552,0.027236883,,0.006549159,0.01237063,0.027331887,0.021738397,0.027443966,0.036366332,0.033305671,0.035105636,0.036255905,0.029821351
209,52.25,0.045010599,0.036690814,0.043525911,0.047903558,0.060413554,0.050491079,0.050452904,0.036501557,0.038212664,0.033565971,,-0.003911895,0.011701641,0.012007677,0.014726016,0.030257344,0.045698762,0.026717571,0.045057241,0.032295214,0.024451737
210,52.5,0.046646949,0.039997309,0.046224302,0.054948046,0.053667688,0.046727128,0.045553686,0.045332546,0.034834455,0.02592779,,0.004187433,0.013037289,0.017953744,0.021351642,0.034891354,0.040056691,0.043295056,0.03684434,0.03233367,0.02437794
211,52.75,0.03776618,0.043185334,0.052442567,0.056884747,0.058343217,0.05691793,0.044749506,0.024214717,0.032301733,0.021013433,,0.013311252,0.013277704,0.01639317,0.018364007,0.033448798,0.043254181,0.031603635,0.029843874,0.034907922,0.024696354
212,53,0.045347984,0.03608056,0.039825435,0.055876358,0.055835894,0.057204648,0.045108733,0.024876657,0.03556187,0.019125467,,0.011930878,0.015006337,0.016726635,0.011600593,0.030717396,0.039297131,0.036549016,0.02747447,0.045184705,0.032234352
213,53.25,0.039870893,0.032973263,0.044601703,0.050615146,0.062776632,0.045074407,0.046209546,0.030195571,0.040702107,0.022301831,,0.009257356,0.016740256,0.014471565,0.008425538,0.023903597,0.042104391,0.041712067,0.036936106,0.042971183,0.032057065
214,53.5,0.040045621,0.029507346,0.047793933,0.04507683,0.057247854,0.039688412,0.05488803,0.038280884,0.043787313,0.024549427,,0.011832648,0.022587431,0.023469115,0.024366349,0.028570348,0.038656715,0.044333553,0.031561254,0.037918392,0.035426635
215,53.75,0.037533897,0.040942705,0.041425709,0.044803898,0.042757178,0.059033162,0.038579573,0.026912825,0.030702583,0.027640709,,0.014849872,0.011826922,0.026345661,0.025028839,0.025872357,0.038227275,0.040089452,0.03095154,0.037847265,0.02182183
216,54,0.041857782,0.042855614,0.039482225,0.048774613,0.056117863,0.058599004,0.050134656,0.039463031,0.031276625,0.022448076,,0.015138719,0.01055341,0.018759169,0.020462931,0.021682392,0.030292127,0.03326574,0.027116517,0.038489871,0.029879296
217,54.25,0.047888165,0.042636411,0.043418568,0.055839759,0.05673484,0.054483794,0.046097835,0.034853908,0.034664256,0.024719784,,0.014263123,0.015940745,0.012723858,0.018813336,0.030733367,0.041541141,0.034948226,0.030458349,0.034282573,0.021072622
218,54.5,0.044247246,0.041454731,0.046113138,0.048397974,0.06303735,0.048517475,0.046092981,0.044993246,0.036028784,0.021968272,,0.010411045,0.003892025,0.013690723,0.016669369,0.017843973,0.035928331,0.030209678,0.030229095,0.041752026,0.031757203
219,54.75,0.046583892,0.038703722,0.034255873,0.054103201,0.062311703,0.047667524,0.043224555,0.030114272,0.025994069,0.023872465,,0.001498652,0.005497097,0.020821066,0.027158171,0.021509732,0.03824862,0.029994027,0.026036164,0.030478394,0.033340861
220,55,0.035759736,0.04061123,0.038056287,0.050967324,0.052529675,0.045300896,0.045939558,0.030454166,0.028466776,0.017965545,,0.005546125,0.009303661,0.014115237,0.021952867,0.026641039,0.039303888,0.037267247,0.026349417,0.031734807,0.031587513
221,55.25,0.041114196,0.036783781,0.042421666,0.041695852,0.056695518,0.046643772,0.037610877,0.032748849,0.03926958,0.020129398,,0.006172685,0.012192147,0.011951521,0.014714245,0.026872548,0.041434819,0.037205138,0.01777281,0.026965165,0.042054693
222,55.5,0.040303561,0.034144257,0.039403134,0.040714292,0.054411307,0.048625328,0.043965559,0.030203809,0.031990912,0.026279474,,0.008321024,0.010226769,0.017409896,0.020082713,0.037647041,0.041362515,0.03223057,0.031753742,0.030152603,0.026188518
223,55.75,0.039965386,0.03740654,0.041353201,0.04089978,0.057794256,0.048211039,0.045406195,0.033740993,0.036422121,0.020854526,,0.007989841,0.015886151,0.010997227,0.019486918,0.035106993,0.034130025,0.028153701,0.024935047,0.029038569,0.035661673
224,56,0.036491601,0.044822368,0.041229341,0.049881225,0.06367561,0.046586237,0.046805912,0.037969402,0.03447814,0.022501692,,-0.000884275,0.010645573,0.011843206,0.02467305,0.029767906,0.039033493,0.034822152,0.020484948,0.036645802,0.029509928
225,56.25,0.030379386,0.021572223,0.045550663,0.0454157,0.047308518,0.047048089,0.044191359,0.042469247,0.038776985,0.025556005,,0.005849332,0.000613996,0.020400635,0.024382703,0.035928807,0.040545538,0.034911428,0.019734423,0.044340541,0.022697372
226,56.5,0.02804854,0.027927003,0.041902546,0.043289945,0.047679808,0.05429237,0.050033079,0.033281377,0.044700652,0.027696415,,0.014937875,0.014952016,0.014818578,0.019621502,0.031692306,0.030224575,0.039611948,0.02147108,0.03752002,0.025768744
227,56.75,0.036644339,0.036418659,0.041636995,0.053159676,0.054131463,0.059281566,0.043950402,0.042413237,0.027671027,0.034441785,,0.004140808,0.016051433,0.010607246,0.022346723,0.029160774,0.032051537,0.03379472,0.02318187,0.024516073,0.028030982
228,57,0.034114783,0.036656723,0.048844138,0.047026029,0.059996549,0.051553168,0.046143159,0.034799935,0.032354788,0.027451202,,0.009327871,0.010387046,0.021899065,0.013851384,0.032323611,0.033995676,0.020261966,0.026121204,0.033441869,0.027625439
229,57.25,0.032718115,0.032272833,0.043440471,0.047942857,0.051275639,0.050845678,0.047819542,0.035644812,0.036043775,0.019004724,,0.010674943,0.007978927,0.013501488,0.015247215,0.028038027,0.036078921,0.023537312,0.025953658,0.023501144,0.022820794
230,57.5,0.029902497,0.031681924,0.044024261,0.046602944,0.054062728,0.054780058,0.046621444,0.032570555,0.038003352,0.019324414,,0.009527343,0.014279943,0.010543596,0.020064372,0.027924858,0.036791243,0.030272878,0.020910759,0.026230521,0.034840681
231,57.75,0.034808861,0.030635276,0.03360356,0.044311085,0.056150697,0.048646711,0.041260961,0.03755396,0.025840456,0.027783434,,0.005181131,0.00442024,0.017694722,0.020583406,0.027724539,0.03352352,0.03026329,0.025676381,0.026903138,0.027135208
232,58,0.030282992,0.029309274,0.044454211,0.047035671,0.052344857,0.044088,0.047718345,0.037328077,0.03295019,0.032354032,,0.004239934,0.011079885,0.019583973,0.020960657,0.027287897,0.03951676,0.029759864,0.0395531,0.037338011,0.027720543
233,58.25,0.022693076,0.033729637,0.043495662,0.045597942,0.047665631,0.0531091,0.042672808,0.043681888,0.028276505,0.020833372,,0.002103717,0.014659072,0.015636784,0.01641451,0.033707489,0.037833717,0.030346241,0.029374718,0.022863947,0.02539968
234,58.5,0.032786005,0.031341333,0.037301841,0.044991806,0.054443493,0.05623571,0.036541202,0.030563925,0.037421126,0.023282686,,-0.001808738,0.005639613,0.013484376,0.021900509,0.033790374,0.030002669,0.034087646,0.011234691,0.03592658,0.032567434
235,58.75,0.040903633,0.037308656,0.043642519,0.042219673,0.051988707,0.044670926,0.0455161,0.037873912,0.033184956,0.021733723,,0.000502656,0.005206119,0.012026525,0.018690453,0.033831409,0.029679999,0.033658212,0.029504654,0.028470309,0.023439668
236,59,0.027409623,0.034477489,0.035119555,0.034396638,0.038929437,0.046345391,0.034161169,0.043205814,0.036435195,0.023311433,,0.011596303,0.008599953,0.011988189,0.022917583,0.030270473,0.031454988,0.027117253,0.035763287,0.030413331,0.020666215
237,59.25,0.024543715,0.032175531,0.036051136,0.034898448,0.041409396,0.044236172,0.04265149,0.02982705,0.034407932,0.030688674,,0.01130984,0.012755187,0.010372957,0.017665751,0.024903485,0.032936474,0.024623279,0.019756367,0.031411889,0.027887293
238,59.5,0.034146493,0.039206668,0.034202636,0.037400443,0.057827091,0.042643131,0.039205281,0.029998457,0.033002866,0.035230603,,0.009612381,0.012987109,0.011303425,0.018046903,0.02133877,0.026301348,0.013763255,0.022406393,0.028400806,0.028382289
239,59.75,0.036035543,0.038862149,0.032502011,0.045892409,0.05117843,0.049484652,0.042983837,0.029463229,0.031630423,0.023437982,,0.006753273,0.017357351,0.016652368,0.018748924,0.022758997,0.02764903,0.025777106,0.017039886,0.025756939,0.029322928
240,60,0.033512498,0.039903684,0.042374102,0.043539741,0.05154706,0.04745166,0.045607176,0.038906036,0.033577503,0.013608306,,0.010066139,0.011844639,0.017507935,0.0125325,0.019828324,0.034488366,0.022530327,0.025909239,0.036173302,0.027587017
241,60.25,0.024872734,0.032754472,0.040458724,0.046641324,0.046609973,0.053161368,0.04225153,0.021954812,0.030141752,0.026885704,,0.001090246,0.008717999,0.022304683,0.016857416,0.014338136,0.033027968,0.023273968,0.023186292,0.025988599,0.021902526
242,60.5,0.039006409,0.022078237,0.031394145,0.044529062,0.051919403,0.046221266,0.037796278,0.040672653,0.036558081,0.030843278,,0.000111823,0.016669186,0.009105774,0.015135468,0.022636449,0.029473305,0.025127422,0.018806808,0.032599418,0.018808448
243,60.75,0.029447075,0.035555006,0.036617031,0.037986046,0.043780322,0.048891317,0.045251563,0.038176766,0.037092669,0.032768628,,0.01329437,-0.003061693,0.015642161,0.018125056,0.024084033,0.039880735,0.025350839,0.018646226,0.03199982,0.024372463
244,61,0.021358171,0.031312197,0.034417023,0.039229255,0.04916385,0.045088271,0.043344053,0.036253939,0.042578646,0.030512283,,-0.00208972,0.008326443,0.010722997,0.017112009,0.028351571,0.033148658,0.029394281,0.020611367,0.02077024,0.024065225
245,61.25,0.030683466,0.032939841,0.038210127,0.044258947,0.047939954,0.051069656,0.037715977,0.022866818,0.029273881,0.023849213,,0.003315087,0.003367588,0.004795278,0.015271374,0.017710099,0.032928552,0.028471281,0.017827708,0.037404909,0.024923742
246,61.5,0.027673481,0.032871411,0.029029096,0.046398907,0.045900811,0.035154914,0.044842377,0.033576243,0.036886028,0.016749205,,0.002462789,0.004970258,0.008950457,0.010188272,0.01998584,0.024419815,0.030697869,0.027025711,0.029294484,0.032266607
247,61.75,0.030603911,0.02940281,0.033880757,0.037930952,0.0493968,0.04846879,0.044282549,0.033350845,0.032508794,0.027427522,,0.00902662,0.009862832,0.012852107,0.02296155,0.019559712,0.030116658,0.029508889,0.028641807,0.04235835,0.023904606
248,62,0.02537251,0.03101719,0.031740669,0.037856725,0.041588824,0.044941794,0.046877674,0.036445443,0.034777744,0.01935973,,0.014467973,0.011374317,0.004605024,0.024874053,0.025437013,0.03540445,0.02198118,0.025862944,0.030250066,0.028772611
249,62.25,0.027925881,0.026571593,0.0320946,0.043692589,0.041094159,0.04737678,0.035228992,0.027926232,0.037084677,0.023603222,,0.004517115,0.00746992,0.013855241,0.023082609,0.024562722,0.033713779,0.029704532,0.021152469,0.0364481,0.027836119
250,62.5,0.037365389,0.027189596,0.025425046,0.040406338,0.039461707,0.04375504,0.043261593,0.030994895,0.036994726,0.023966373,,0.002637853,0.004922995,0.019599165,0.019473655,0.02791473,0.034266965,0.024637908,0.020332154,0.024138776,0.020754998
251,62.75,0.030965617,0.029484736,0.039351135,0.036486535,0.038088692,0.043228845,0.040045553,0.028187565,0.038046226,0.019516426,,0.00565619,0.012753092,0.01479263,0.016489735,0.033368834,0.030909367,0.035845881,0.020007472,0.028046028,0.032289222
252,63,0.03094704,0.036373906,0.038440632,0.042585242,0.045480127,0.041281275,0.037352162,0.031309813,0.029926483,0.031145389,,0.008463126,0.018987176,0.019248384,0.015094248,0.031315905,0.025856594,0.031746201,0.032032458,0.024606623,0.030488108
253,63.25,0.027597639,0.027827486,0.036806599,0.039481957,0.042278522,0.046047931,0.039999037,0.03906797,0.033923616,0.03448053,,-0.008814104,0.007350669,0.016298187,0.017680597,0.024023828,0.036027013,0.022840175,0.022120095,0.024515867,0.026133671
254,63.5,0.023613385,0.027265429,0.039616632,0.043316152,0.04494281,0.048350383,0.039302877,0.037847988,0.025924774,0.024692949,,-0.002067876,0.014839237,0.014016334,0.020716088,0.026232401,0.03480329,0.028002143,0.020371713,0.030120618,0.029331306
255,63.75,0.0243694,0.028096877,0.031085302,0.051074399,0.049470062,0.043896051,0.034059002,0.034335303,0.031203144,0.015218425,,-0.002163515,0.00824277,0.008664178,0.022437094,0.035621601,0.038274602,0.022720523,0.019365717,0.035895192,0.028217945
256,64,0.02361254,0.035945502,0.027817053,0.039127403,0.044067285,0.044672301,0.043431985,0.031275151,0.033108705,0.017510861,,-0.002454623,0.005958519,0.007157358,0.019898521,0.031999732,0.037678045,0.024747855,0.017665643,0.03253324,0.025443556
257,64.25,0.029691239,0.024454395,0.035825204,0.043818385,0.041474734,0.042403909,0.043763686,0.035257692,0.032073939,0.013677477,,0.009381311,0.003470683,0.012937178,0.017276799,0.024016172,0.042156869,0.029251536,0.018590692,0.028530824,0.021737022
258,64.5,0.03612396,0.02490653,0.028108486,0.033363009,0.04790008,0.042251206,0.034234441,0.034390085,0.025953038,0.026993932,,-0.001797706,0.009377612,0.017643608,0.019084443,0.026455815,0.036390312,0.012778052,0.012035312,0.028474904,0.012418287
259,64.75,0.028291636,0.027062129,0.027598446,0.034899564,0.03728681,0.047156835,0.044157878,0.03414923,0.046457853,0.019852698,,0.005715069,-0.003026696,0.016457082,0.018146133,0.025965187,0.032544683,0.023365374,0.022925948,0.032852011,0.016205735
260,65,0.02495829,0.025378883,0.029522577,0.048721979,0.037117248,0.041362331,0.044902052,0.039576083,0.032104829,0.019618565,,-0.004347016,0.009048879,0.014965042,0.01931633,0.009936356,0.026948433,0.024618789,0.026222344,0.031055699,0.019022539
261,65.25,0.032103603,0.031095045,0.029565927,0.047671473,0.040520507,0.041622828,0.040956142,0.034993692,0.031159015,0.024384462,,0.005737627,0.007343139,0.014877357,0.017279391,0.019415356,0.035266184,0.02978336,0.021593892,0.030876875,0.01634879
262,65.5,0.029594513,0.030724312,0.026039669,0.033164509,0.038194673,0.038795245,0.030370604,0.029561962,0.036068249,0.026847374,,0.006147105,0.006693305,0.012987365,0.01436412,0.014232182,0.032461611,0.021335618,0.019813719,0.030675599,0.022403473
263,65.75,0.027302421,0.024239072,0.031839556,0.034438423,0.041961998,0.045291697,0.039967259,0.033859295,0.036381194,0.016920966,,0.000510926,0.004625852,0.018168983,0.017639136,0.01832078,0.032901086,0.027558186,0.025091683,0.022839605,0.015734291
264,66,0.023706541,0.016131352,0.036107063,0.034450837,0.040174103,0.048423419,0.030130413,0.034749539,0.031066675,0.027642646,,-0.005515876,0.008682855,0.0110691,0.021405968,0.022719014,0.032457466,0.02727603,0.020497995,0.016911754,0.012950283
265,66.25,0.02977847,0.026082858,0.035204893,0.040429113,0.045822192,0.04088103,0.033017263,0.032429241,0.032387688,0.030256775,,-0.001710084,0.006097408,0.015899411,0.023657509,0.025898352,0.032327302,0.027083119,0.031710716,0.026327572,0.016820792
266,66.5,0.018938604,0.026191574,0.032634801,0.031885849,0.034399243,0.036707544,0.040979356,0.029082277,0.02798203,0.019780649,,-0.0007296,0.013994363,0.008975952,0.02132211,0.032892896,0.028994075,0.026442269,0.019427412,0.02360735,0.017034595
267,66.75,0.02185906,0.015085673,0.041866476,0.035606677,0.038542751,0.036316027,0.047406768,0.028276198,0.024153901,0.024534755,,0.005613129,0.013913671,0.004354348,0.022496791,0.028535006,0.036797661,0.020171162,0.02117793,0.034119073,0.016857751
268,67,0.034329216,0.019164725,0.034999071,0.033161778,0.034620275,0.043334316,0.040918914,0.029547918,0.028036342,0.025925534,,-0.002171179,0.013245369,0.008364031,0.022160342,0.02696934,0.028180105,0.022646158,0.012788607,0.028728308,0.027017346
269,67.25,0.032910613,0.024345148,0.024132906,0.034888315,0.043829602,0.048235506,0.033272287,0.03247888,0.026579963,0.03201888,,0.013101912,0.006400697,0.010059096,0.011328631,0.019705888,0.028661921,0.026196094,0.016700462,0.0267383,0.022754987
270,67.5,0.033390758,0.021928312,0.033333656,0.033718072,0.046956655,0.040076624,0.029756489,0.023622084,0.026089071,0.022384874,,0.000307027,0.0166131,0.010619376,0.008583478,0.023396832,0.028148099,0.02389399,0.01911954,0.035763703,0.020115455
271,67.75,0.036491331,0.022333802,0.031778192,0.029854947,0.041153882,0.039319746,0.037105311,0.029057059,0.027215484,0.020310194,,0.003524235,0.009100344,0.015354253,0.026241091,0.018242198,0.034064666,0.024842181,0.011347078,0.022149873,0.021414459
272,68,0.029479896,0.025843507,0.035283095,0.036165984,0.038047561,0.039048179,0.030266518,0.029612869,0.029609433,0.012055961,,0.00793886,0.00752354,0.010564526,0.019822316,0.028385367,0.030990188,0.021365369,0.016923927,0.034124265,0.022417688
273,68.25,0.023235327,0.026889664,0.028448829,0.032854117,0.039354657,0.041636389,0.03799578,0.031751832,0.029530173,0.017631671,,-0.00568321,0.013935764,0.008404391,0.014555871,0.025567495,0.025409342,0.02856217,0.017508012,0.027554376,0.018531409
274,68.5,0.018856344,0.024667489,0.031696397,0.026373745,0.046503291,0.043775277,0.031943923,0.024081641,0.036896875,0.014290364,,0.007563908,0.015812236,0.010350563,0.020422145,0.026440505,0.028890143,0.019376919,0.018869622,0.022558559,0.018486933
275,68.75,0.022102932,0.018413209,0.034554795,0.034918458,0.04705366,0.037313699,0.03525856,0.027088524,0.025694334,0.012795224,,0.008023201,0.005370366,0.007278762,0.023637703,0.022202222,0.029640194,0.012645416,0.015880737,0.023912885,0.027714877
276,69,0.023257045,0.015691494,0.037204975,0.032871123,0.041498702,0.037914779,0.032573677,0.023556573,0.030413635,0.022932991,,0.006718354,0.008179872,0.008700739,0.021741647,0.018824428,0.023616822,0.015057566,0.014874674,0.031619828,0.027177907
277,69.25,0.03036205,0.026232646,0.023604559,0.03073546,0.035027268,0.043088533,0.034683713,0.026321166,0.02452221,0.029043743,,0.002890743,0.013334085,0.01256817,0.022664801,0.014741279,0.029785241,0.021731018,0.025117709,0.030515021,0.02045958
278,69.5,0.01941681,0.027167435,0.020761203,0.036803255,0.045399764,0.042220429,0.041174722,0.030537175,0.035676305,0.02161305,,0.007328854,0.010710119,0.006626412,0.01664418,0.020462444,0.030920508,0.018510513,0.0197253,0.027317776,0.019935196
279,69.75,0.018585769,0.031338698,0.025332468,0.030493665,0.038572737,0.04539529,0.038173987,0.025999239,0.031168944,0.021211982,,-0.001232021,0.013330195,0.009815467,0.019995516,0.021697855,0.027722314,0.031684232,0.022150541,0.030342445,0.025085583
280,70,0.015425493,0.027709679,0.02879583,0.028678896,0.038639369,0.047166225,0.033201661,0.032493759,0.036780911,0.012159322,,0.001049435,0.005210893,0.006623642,0.022297254,0.024234826,0.020731013,0.022174519,0.018591643,0.025020526,0.023129023
281,70.25,0.029677334,0.019063053,0.026866584,0.027031366,0.043812455,0.040506547,0.035623808,0.027855666,0.03475727,0.026502236,,0.006078418,0.009021211,0.02205997,0.02184219,0.02067796,0.0292529,0.026295104,0.017450434,0.025972494,0.012274225
282,70.5,0.027665575,0.015886475,0.027291682,0.029512041,0.038024989,0.04118978,0.034775143,0.024885917,0.032351704,0.014367933,,-0.006616047,0.009429608,0.016876879,0.020214566,0.03045339,0.02309232,0.016167376,0.013458594,0.02929649,0.015477055
283,70.75,0.026999655,0.016410228,0.024748328,0.034861494,0.039329245,0.046679464,0.031327566,0.018276389,0.028323389,0.022350817,,0.003073817,0.008925166,0.0108031,0.014923186,0.020408135,0.027624002,0.021981117,0.017520462,0.027614774,0.02173886
