EPSPs recorded with voltage sensitive dye JPW1114 from the CA1 field of rat hippocampal slice,,,,,,,,,,,,,,,,,,,,,,
284,71,0.026232733,0.013127767,0.026425872,0.029739197,0.03527373,0.037443244,0.033464792,0.029149383,0.030282245,0.011400308,,0.001701774,0.001132727,-0.001449324,0.014544543,0.012591062,0.031774157,0.019200421,0.014982596,0.030463622,0.022518192
285,71.25,0.021094509,0.026614152,0.030001915,0.027328257,0.032079058,0.040339435,0.030129401,0.023607983,0.029189139,0.018098711,,-0.013001092,0.008143767,0.008103138,0.022181363,0.016171628,0.022353174,0.025386222,0.0239822,0.019312898,0.019361858
286,71.5,0.015779932,0.023585854,0.019672974,0.028519125,0.032733234,0.045051592,0.037350066,0.021482518,0.018630409,0.019387415,,5.36702E-05,0.006840637,0.000601127,0.017890314,0.013240073,0.016495744,0.028195829,0.027242947,0.023813195,0.023041824
287,71.75,0.024653099,0.017631846,0.022796476,0.031767726,0.043467549,0.040893297,0.035118623,0.017237411,0.023515832,0.025214307,,0.000323043,0.007287969,0.01587763,0.014486695,0.015160247,0.029240493,0.032288403,0.017402227,0.023503797,0.026887414
288,72,0.025806223,0.012660044,0.017790899,0.036150336,0.050520611,0.040675324,0.03231344,0.019034758,0.021178809,0.020151126,,0.001711517,0.016860342,0.008158236,0.017356648,0.01096023,0.03563555,0.026908621,0.014537984,0.019333681,0.023994855
289,72.25,0.025766357,0.018865625,0.027818565,0.033027001,0.042523256,0.04272861,0.02603386,0.021415259,0.024415635,0.019605896,,0.003190599,0.007153893,0.010832467,0.021356347,0.01895073,0.030941806,0.026650842,0.016000722,0.022118147,0.023019358
290,72.5,0.022915047,0.01666617,0.026896018,0.031490492,0.047312801,0.034458326,0.03167824,0.02544183,0.018185717,0.018736957,,0.009653876,0.016488716,0.004938254,0.013565873,0.019976341,0.030216316,0.025445907,0.020911606,0.020670164,0.020783568
291,72.75,0.029628738,0.014234987,0.025347266,0.027803497,0.042354192,0.044166093,0.034088443,0.019062589,0.020901998,0.013933565,,0.003674289,-0.001266905,0.005564075,0.013194386,0.0208916,0.028785482,0.01461094,0.013625667,0.016273528,0.011786119
292,73,0.020971175,0.008986812,0.026894626,0.034209084,0.037107953,0.043758534,0.028313663,0.021230535,0.012300686,0.011782569,,-0.001438863,0.003547436,0.003677528,0.015880689,0.021191389,0.025575128,0.018114429,0.016900864,0.021433097,0.021275848
293,73.25,0.024867634,0.017408469,0.024715227,0.033422863,0.035299276,0.04126154,0.037353229,0.019807834,0.023194397,0.01448653,,0.001729612,0.012874154,0.014180269,0.012148452,0.021254453,0.020439875,0.018342662,0.014099537,0.025082756,0.012670906
294,73.5,0.025467296,0.016830444,0.021261748,0.030580301,0.027005587,0.039652772,0.041746191,0.02682108,0.024319403,0.018411346,,0.007755775,0.008707525,0.011449176,0.007934591,0.013225302,0.018413047,0.02250188,0.01686558,0.030300976,0.015713284
295,73.75,0.0236013,0.02110904,0.015182418,0.030343296,0.033111462,0.029499932,0.04043398,0.026852063,0.028376276,0.021354402,,-0.002804122,0.000727462,0.013561518,0.009877028,0.00520906,0.023725377,0.018631058,0.024158486,0.015745904,0.01139811
296,74,0.024959136,0.016945692,0.018733217,0.032467174,0.030581403,0.037079545,0.030568815,0.028693236,0.025064113,0.009620481,,-0.000554883,0.009790161,0.012456568,0.01700022,0.01095637,0.021666569,0.013806394,0.017788615,0.021982131,0.017314552
297,74.25,0.032091867,0.022006301,0.019007395,0.034136657,0.029516572,0.0351895,0.023952086,0.027446853,0.027591345,0.01187913,,0.000445763,0.004734703,0.016724688,0.008203046,0.011572039,0.024489621,0.01718757,0.015853557,0.017258948,0.012553657
298,74.5,0.025509612,0.022952659,0.014830667,0.027636684,0.034918032,0.034364862,0.019180843,0.021700979,0.025122694,0.013175422,,0.006137551,0.012438767,0.006978254,0.008049119,0.022052378,0.016195955,0.024263743,0.010830827,0.027352781,0.021337381
299,74.75,0.027595615,0.016256026,0.012133464,0.032223092,0.035077598,0.032101863,0.025300163,0.017007345,0.029679186,0.012874106,,0.005064667,0.00034367,0.000728666,0.007452415,0.019603491,0.020473598,0.02421865,0.010900299,0.015913969,0.020810957
300,75,0.017957425,0.015230017,0.01917364,0.031557067,0.033256922,0.043946383,0.03229174,0.020528328,0.027407708,0.014360694,,0.016923437,0.006275108,0.012934778,0.011002478,0.02219506,0.030435239,0.021554371,0.013784339,0.030355167,0.021003399
301,75.25,0.019319939,0.016714027,0.024428485,0.029409758,0.031713985,0.038973107,0.03394504,0.028061966,0.021625306,0.018977592,,0.007234247,0.003078739,0.01089812,0.014596626,0.016209369,0.031998373,0.01754748,0.014431757,0.01371052,0.019249704
302,75.5,0.021619789,0.01549957,0.02295798,0.02864227,0.040254574,0.036358248,0.032865538,0.029223644,0.029281216,0.026035911,,-0.002522242,0.009700275,0.010984891,0.006642923,0.019722682,0.020016997,0.024273324,0.024329356,0.019523601,0.013094355
303,75.75,0.017414988,0.011634574,0.027558822,0.024040302,0.036254661,0.030518344,0.029956033,0.030705253,0.021492794,0.020542581,,0.008711996,0.012869324,0.004939214,0.007026698,0.014724848,0.019197022,0.022782045,0.019913673,0.023664698,0.015985818
304,76,0.02016523,0.030632743,0.0203593,0.021852062,0.035646304,0.036678888,0.027931786,0.015876181,0.025007472,0.017339602,,0.001070025,0.003731827,0.00621074,0.010952142,0.021006693,0.017900241,0.018331008,0.019215886,0.017254536,0.012847975
305,76.25,0.017971115,0.021411225,0.018728602,0.018252756,0.035250046,0.03932244,0.042387067,0.018817912,0.028700064,0.017483173,,0.002574072,0.004888449,0.000505542,0.007701744,0.021171418,0.028337578,0.013706057,0.020191866,0.021271538,0.014488789
306,76.5,0.017170036,0.024353938,0.01477661,0.025406153,0.024807839,0.036821255,0.03103882,0.022061418,0.025333365,0.012293194,,0.005001612,0.009067179,0.003032377,0.016030277,0.021848464,0.0287522,0.017304743,0.010480075,0.019616174,0.021908429
307,76.75,0.014294434,0.017552177,0.018866839,0.020757007,0.025583793,0.036045424,0.03152791,0.019881596,0.021332091,0.012685758,,0.008959617,0.003089836,0.007716208,0.019596318,0.011735077,0.023048646,0.012665179,0.007505432,0.020120218,0.012971512
308,77,0.010442799,0.019404433,0.020036282,0.02335515,0.030343482,0.030768007,0.024351378,0.015468623,0.025930938,0.025768998,,0.009102737,0.012019196,0.007020976,0.01620679,0.01474473,0.025146223,0.018370275,0.006821689,0.021797387,0.014797936
309,77.25,0.017529567,0.02445538,0.022886247,0.023600484,0.03221754,0.029526615,0.021059883,0.028405518,0.006859809,0.019094039,,0.000694098,0.003265712,0.003358136,0.012786847,0.015552812,0.014203696,0.012179749,0.022534895,0.02229175,0.012176102
310,77.5,0.008932138,0.018684768,0.029582919,0.022472901,0.032845502,0.037093907,0.023772746,0.027819256,0.027095884,0.017634593,,0.008187616,0.001710529,0.008354406,0.009855037,0.017755272,0.028820101,0.018728674,0.013021004,0.013605828,0.016074846
311,77.75,0.007202905,0.022092245,0.022306471,0.025960759,0.026615017,0.040915053,0.030657459,0.02409259,0.021565595,0.014071737,,0.018832526,0.008559048,0.009378315,0.015721687,0.0181878,0.021818662,0.016529012,0.017628291,0.015126306,0.011670061
312,78,0.008897323,0.011760039,0.025654669,0.023436053,0.024897216,0.037217533,0.023742157,0.02275328,0.038394358,0.012583981,,0.002139918,0.010037747,0.000411566,0.007439526,0.015809354,0.023901062,0.024328808,0.0181975,0.009178889,0.017026165
313,78.25,0.019876712,0.01167791,0.018459072,0.026044725,0.029423241,0.040504542,0.026027221,0.022648603,0.023752259,0.015440541,,0.006446899,0.01503052,0.001630957,0.01333579,0.02074555,0.019094548,0.019871032,0.019229455,0.019798195,0.006845841
314,78.5,0.024427933,0.023708592,0.021956087,0.030274965,0.033670417,0.040105509,0.027661105,0.02324262,0.026016376,0.02510209,,0.008471967,0.000876094,0.005856531,0.00785671,0.026470168,0.027961433,0.012821096,0.012225992,0.017680063,0.016977686
315,78.75,0.019620038,0.020937976,0.020297106,0.020041741,0.036208886,0.036994839,0.035769496,0.01852355,0.018489982,0.011806711,,0.009126586,0.000544267,0.008925149,0.004540527,0.015178912,0.020783352,0.011826691,0.016138729,0.01765545,0.007055621
316,79,0.020619607,0.024841103,0.018387223,0.027627487,0.031586159,0.028858975,0.027827902,0.014982627,0.019461906,0.01560879,,0.008137566,-0.004817237,0.00766425,0.008500552,0.010345712,0.024046171,0.017894058,0.009796557,0.017054458,0.01745826
317,79.25,0.012379767,0.025558306,0.025083342,0.026120063,0.0290042,0.035450539,0.035760399,0.013881161,0.009350584,0.005048531,,0.00105519,-0.000142977,0.006652612,0.005675573,0.008440247,0.014945409,0.025798015,0.026665068,0.019330426,0.01009547
318,79.5,0.009640541,0.021740275,0.026776641,0.034275294,0.035255614,0.030207283,0.034002488,0.021164026,0.021770911,0.011280505,,0.000333188,-0.000127986,0.006181892,0.007569532,0.014471375,0.019647712,0.031371675,0.013001333,0.015004841,0.013777807
319,79.75,0.009073358,0.012998442,0.011623839,0.027549803,0.029803043,0.029676954,0.035907195,0.016299927,0.021935743,0.019375356,,0.006496839,0.005216312,0.002036292,0.011279996,0.020547981,0.023452283,0.02241907,0.018320009,0.013987818,0.002747382
320,80,0.015296425,0.015535729,0.01240069,0.022870418,0.03322707,0.026338162,0.023217412,0.024947702,0.021653424,0.019486219,,0.002261729,0.006240437,0.008432723,0.013703198,0.026805584,0.023114596,0.023604691,0.020071364,0.016536425,0.016403991
321,80.25,0.010358295,0.01699589,0.021435902,0.01779421,0.030695942,0.028026432,0.028849656,0.022376201,0.026606788,0.01908833,,0.007101866,-0.0014093,0.008699876,0.012153962,0.018673633,0.031959228,0.02069058,0.013744657,0.013613198,0.013681623
322,80.5,0.015318081,0.008642708,0.016878665,0.024804803,0.031323962,0.023148007,0.030264263,0.017424355,0.018717122,0.01794365,,0.006950122,0.002435831,0.008208424,0.005470919,0.016218808,0.026883265,0.015799455,0.013155121,0.020956162,0.017884225
323,80.75,0.012334088,0.01707339,0.027391104,0.024602898,0.033359341,0.030443892,0.031864431,0.006605014,0.022632439,0.027876505,,0.002306175,0.008054774,0.006527256,0.013533934,0.018530067,0.028864172,0.031822463,0.015615613,0.02813108,0.007492671
324,81,0.012038521,0.011201443,0.016515994,0.024907721,0.033420696,0.028382461,0.023065484,0.019122236,0.02778396,0.015464316,,0.008793109,0.007066518,0.009563518,0.012661564,0.015170528,0.023787056,0.009038833,0.007702963,0.019258505,0.020611732
325,81.25,0.009677986,0.011476012,0.01573819,0.018627422,0.034250465,0.032962665,0.027587445,0.009768742,0.016286271,0.015563569,,0.006639359,-0.000188284,0.00997537,0.013784712,0.020865094,0.022484345,0.014879872,0.009775371,0.014121699,0.012459149
326,81.5,0.004589898,0.014904233,0.018549852,0.017021718,0.031731283,0.036253584,0.023310143,0.024882104,0.015865794,0.002513035,,-0.0049318,0.008148456,0.008405889,0.008629613,0.014549178,0.026500741,0.016417429,0.013185138,0.026462431,0.018545818
327,81.75,0.007777697,0.014684652,0.015301752,0.016903961,0.043109535,0.031925954,0.028783074,0.019040522,0.016616953,0.017196562,,-0.003865255,0.006396262,0.008360199,0.014068285,0.021142234,0.019623525,0.022910872,0.000249779,0.015512647,0.011833704
328,82,0.020295819,0.010784178,0.01575548,0.018451239,0.029923909,0.024612764,0.029679752,0.030182451,0.021314269,0.009752497,,-0.000230933,-0.001557742,0.007932619,0.012785203,0.01172893,0.019624302,0.019557152,0.015932076,0.019872234,0.015544032
329,82.25,0.023296234,0.013937034,0.019035174,0.010344717,0.035077217,0.026895297,0.016310479,0.018562783,0.028793118,0.019505696,,0.000166503,-0.005743779,0.009395459,0.006810172,0.013027413,0.031154727,0.020869639,0.012246522,0.011879481,0.008927339
330,82.5,0.020073022,0.008755277,0.014813598,0.029478776,0.039397158,0.03026412,0.032220244,0.018117453,0.021939604,0.016381398,,-0.00717109,-0.003527752,0.016715056,0.013452652,0.006174421,0.021530479,0.024920426,0.015286011,0.010177097,0.007175149
331,82.75,0.013727951,0.008696765,0.022087326,0.02347659,0.029186729,0.022852298,0.028379083,0.019951832,0.016626789,0.014832148,,0.00495182,0.009350236,0.010752062,0.011683654,0.006399492,0.024095286,0.020677073,0.011627321,0.007895044,0.011737986
332,83,0.01875457,0.012828991,0.010857245,0.01198357,0.02406663,0.030638449,0.033689511,0.014395572,0.013551453,0.020824087,,0.009674493,0.007734865,0.003610307,0.003418275,0.014296929,0.023435104,0.014392155,0.013000089,0.015376092,0.015776074
333,83.25,0.024941101,0.022083928,0.021402885,0.018378153,0.035311574,0.028272712,0.020270688,0.021599219,0.020821845,0.018010809,,0.004329579,0.003977217,0.009281331,0.010529959,0.010112655,0.02188731,0.015811039,0.006132835,0.010797999,0.016416886
334,83.5,0.016998445,0.015852958,0.020339103,0.019116968,0.03454927,0.033785139,0.031468855,0.021202424,0.025244936,0.019128234,,0.007713756,0.007045338,0.008070978,0.014197683,0.01205624,0.026572538,0.032250942,0.017282435,0.021897344,0.014432814
335,83.75,0.012593321,0.005230655,0.019654231,0.02558546,0.035531354,0.025783568,0.031370848,0.019493057,0.023943549,0.021253686,,0.005554717,0.00504797,0.007297591,0.008313034,0.018107588,0.018655211,0.022984343,0.011198505,0.024136022,0.006439839
336,84,0.013930563,0.010313861,0.012490165,0.020089682,0.023579649,0.031089648,0.019312123,0.024742833,0.018604605,0.018252391,,-0.004805948,0.004370982,0.007736799,0.015083587,0.013038499,0.019378273,0.021446444,0.014976198,0.01749003,0.013198401
337,84.25,0.005254497,0.018017994,0.019800552,0.027760049,0.020928911,0.02381525,0.0271788,0.017385153,0.021748638,0.017401522,,0.00428798,0.006372731,0.012041374,0.007001431,0.013230825,0.023747441,0.019504086,0.014440701,0.026731618,0.005608917
338,84.5,0.012416494,0.028475026,0.01135635,0.018085021,0.032678918,0.024463173,0.030883538,0.016976475,0.012058568,0.013884583,,-0.005241514,0.00133993,0.009754933,0.012092051,0.025570013,0.026950296,0.017487579,0.001965748,0.008770832,0.015739672
339,84.75,0.009938688,0.016252703,0.009922391,0.017355975,0.023534027,0.022262987,0.018329632,0.012738536,0.020288383,0.020101012,,-0.001683832,0.00090357,0.004879145,0.012911864,0.01852586,0.024079139,0.020857054,0.016726693,0.016895376,0.016827014
340,85,0.015052692,0.012604649,0.00864114,0.022735303,0.030138774,0.019702316,0.019035824,0.015537199,0.016612362,0.015106263,,0.003234797,0.002273102,0.006022341,0.014665268,0.016264143,0.026784261,0.028433469,0.001455737,0.01160343,0.009817577
341,85.25,0.022332582,0.016302735,0.004198288,0.031096513,0.024936054,0.022453253,0.023640317,0.009063481,0.017093354,0.012961686,,0.002581877,0.012998011,0.003750143,0.010776561,0.018622486,0.024538842,0.017172956,0.011727388,0.020704754,0.009598315
342,85.5,0.026715139,0.014864407,0.011116747,0.02433354,0.024163567,0.026980402,0.027095932,0.019739912,0.022654276,0.025787215,,0.000738185,0.005831332,0.008933923,0.0047441,0.014468425,0.027707635,0.024486317,0.009085872,0.010014367,0.018250801
343,85.75,0.01919604,0.017284469,0.021190893,0.019713954,0.030217978,0.021640659,0.019524571,0.024432825,0.019548323,0.013351026,,-0.007803931,0.005801477,0.003009678,0.018222781,0.016844599,0.007061459,0.018771331,0.014343802,0.013106372,0.006803757
344,86,0.017957135,0.024300228,0.01995195,0.024960912,0.030982229,0.026909076,0.019232698,0.016110004,0.017410593,0.013125162,,-0.002639708,0.006416807,0.008790428,0.020007158,0.011170906,0.018275732,0.025093447,0.000910562,0.003098468,0.014713434
345,86.25,0.015370533,0.013983603,0.0168197,0.017203401,0.027724736,0.02477001,0.02142669,0.017194235,0.021327916,0.018327589,,0.006980276,-0.004302516,0.007660422,0.009306953,0.01278631,0.016808745,0.039118666,0.011048163,0.01678375,0.007406525
346,86.5,0.012291763,0.005557301,0.016903036,0.023010377,0.025579692,0.031088894,0.031833626,0.01475807,0.019607464,0.013498338,,0.003225109,-0.000183885,0.005887556,0.00651072,0.019499418,0.017622016,0.018307877,0.012425804,0.018305864,0.015310924
347,86.75,0.017691548,0.010277239,0.015230817,0.0203349,0.020552994,0.027345206,0.024765014,0.020890834,0.013876362,0.014467827,,0.000877567,-0.002368952,0.00196265,0.001996925,0.022259659,0.007434062,0.015213896,0.021153535,0.010233394,0.014033936
348,87,0.015923669,0.003166307,0.017991063,0.024716141,0.02008227,0.027898049,0.017339289,0.016642175,0.024262793,0.015047545,,-0.001628192,0.005642042,0.006146262,0.005144298,0.003273889,0.019162325,0.007738432,0.021440761,0.017384312,0.018124446
349,87.25,0.011927881,0.013562217,0.023186029,0.016286399,0.020541962,0.027244757,0.01970342,0.015149444,0.012774835,0.015619114,,-0.005040642,0.005078727,0.008332589,0.015110926,0.007745522,0.020803057,0.014725479,0.015754466,0.018858648,0.006260103
350,87.5,0.00677932,0.019071347,0.020205682,0.012944916,0.018666338,0.033871977,0.016626035,0.015084514,0.016188828,0.02093106,,-8.24401E-05,0.006596146,0.007319061,0.010943682,0.005494123,0.020898463,0.008513686,0.014799075,0.014083192,0.009469177
351,87.75,0.010094575,0.014882636,0.012196155,0.015907272,0.028356967,0.027722433,0.018572894,0.01999482,0.019713361,0.010343999,,-0.000294302,-0.004414223,0.000806881,0.012925334,0.008806941,0.014963821,0.024764845,0.008255539,0.019005893,0.009609037
352,88,0.016699805,0.007834107,0.013979052,0.019672166,0.025724418,0.026568848,0.019013582,0.015627799,0.024851318,0.014531954,,-0.003162468,-0.001248586,0.010411013,0.001081556,0.01498998,0.022406021,0.019657718,0.018149069,0.01474594,0.013481936
353,88.25,0.01178394,0.001559112,0.015537268,0.01970351,0.021526247,0.029546514,0.029373108,0.016538377,0.02375049,0.017700048,,0.000806434,-0.000123417,0.011033571,0.00536912,0.012619315,0.01808749,0.018584994,0.027513307,0.021867908,0.014728807
354,88.5,0.0031884,0.006930934,0.022535863,0.018850978,0.020414929,0.03591333,0.02511531,0.013555028,0.017809207,0.022765519,,0.007133921,0.007637568,0.006305827,0.009585379,0.004361002,0.010614718,0.013999229,0.011010088,0.011197565,0.013461359
355,88.75,0.002223693,0.014042921,0.012851446,0.017330849,0.016585247,0.020717171,0.024743609,0.030814826,0.022434242,0.018985295,,0.003888768,0.012858013,0.014841477,0.012176305,0.012602672,0.010890615,0.019872701,0.005852087,0.024266281,0.015646757
356,89,0.003824231,0.009180204,0.012125819,0.016095988,0.020460993,0.02072466,0.020214062,0.018364425,0.010838438,0.02163441,,0.004658877,0.008694839,0.008154241,0.015671784,0.011952793,0.016040026,0.012769629,0.006641595,0.016109799,0.017554914
357,89.25,0.010776222,0.015727874,0.011123677,0.017479493,0.024226353,0.029332491,0.029036263,0.019061282,0.015335982,0.017468309,,-0.001121299,0.004146269,0.004127254,0.013278677,0.002209174,0.018487363,0.017462308,0.007882789,0.016395421,0.016068269
358,89.5,0.010421231,0.00231225,0.007353842,0.014259027,0.022291937,0.022796498,0.021461729,0.01148278,0.004997453,0.012159395,,-0.002247268,-0.004696984,0.009204094,0.011304468,0.014388813,0.022894526,0.024373853,0.010477431,0.012878944,0.012872143
359,89.75,0.016715111,0.014309827,0.015713984,0.021746305,0.020913199,0.021616087,0.032696948,0.008155376,0.003695384,0.011908681,,0.005389989,0.000935733,-0.000692189,0.004208245,0.007260156,0.016353628,0.01509422,0.015094442,0.01825671,0.0132404
360,90,0.010513833,0.013327886,0.01360573,0.012790988,0.021393964,0.02437914,0.018884841,0.011936211,0.014636696,0.013823201,,0.006611534,-0.005647919,0.003007001,0.00887588,0.006527869,0.021703278,0.02112537,0.00750115,0.011638552,0.008064983
361,90.25,0.009768846,0.006816729,0.017350514,0.019347854,0.025241165,0.023038081,0.021221143,0.011341548,0.020228147,0.008141044,,0.006117587,0.00482239,0.007460391,0.011728655,0.012531828,0.014626798,0.018633382,0.019311114,0.013697876,0.005752883
362,90.5,0.008696938,0.003540062,0.013051603,0.015810475,0.022871401,0.015291289,0.020619246,0.003147595,0.016195369,0.006260511,,0.005341524,-0.001354378,0.007741945,0.008966139,0.016048617,0.013500007,0.019491987,0.006575593,0.009676792,0.012124208
363,90.75,0.010434775,0.015761212,0.005592749,0.018031171,0.015365698,0.020604523,0.026941934,0.014077828,0.014884675,0.013101127,,0.005239138,-0.001185839,0.010241335,0.010632474,0.009102953,0.020238919,0.021769666,0.006173263,0.013531316,0.014156975
364,91,0.007111829,0.008596673,0.01826646,0.015549713,0.021255364,0.025371153,0.019849647,0.008295955,0.01279549,0.007534719,,0.003328918,0.005108771,0.001145327,0.017859598,0.017326616,0.01611145,0.021168628,0.009232583,0.012146004,0.005709435
365,91.25,0.011302963,0.005679411,0.021935404,0.023083933,0.021616554,0.029655325,0.013153488,0.009439211,0.013015712,0.015081547,,-0.00589687,0.004860401,0.002824911,0.009266534,0.012718262,0.021564507,0.018524489,0.011481864,0.015976124,-0.000468093
366,91.5,0.019906544,0.003042547,0.012455142,0.015468171,0.02419311,0.013261564,0.013023071,0.004211961,0.012713861,0.012650262,,-0.000167212,0.008267219,0.006923315,0.015304452,0.008753265,0.022131191,0.022422246,0.010461942,0.013179304,0.003852548
367,91.75,0.016296706,0.006554603,0.013572927,0.017114323,0.016991502,0.010920402,0.024136244,0.014492022,0.008039352,0.011770506,,0.003692215,0.006053788,0.011077397,0.007703118,0.017135536,0.022013376,0.022717178,0.015095041,0.015431906,0.008595954
368,92,0.008940064,0.005696726,0.024871838,0.018650539,0.016660734,0.024577821,0.022529082,0.021925629,0.00780427,0.017325429,,0.002283413,-0.005069255,0.001849674,0.00734766,0.009135594,0.025445129,0.027934822,0.013241009,0.014885697,0.012472042
369,92.25,0.011468476,0.009399647,0.011266978,0.019330569,0.019610343,0.023356086,0.02295756,0.015969755,0.009605069,0.005572536,,-0.001351877,0.007631809,0.003747591,0.017743924,0.006992525,0.010067219,0.02055626,0.01087952,0.010287771,0.012512525
370,92.5,-0.00014444,0.008668141,0.015646428,0.013106653,0.018446656,0.025736884,0.022953419,0.015820444,0.010066317,0.009974877,,-0.000525766,0.010776177,0.005647641,0.01256084,0.009955896,0.011194075,0.012718176,0.005883538,0.013020185,0.011897822
371,92.75,0.012224578,0.003603659,0.01596606,0.008776547,0.021885303,0.021147673,0.027146585,0.021071097,0.014692614,0.013314677,,0.003368201,-0.002449608,0.007376305,0.011389849,0.012420484,0.024028979,0.020329802,0.012134304,0.010513154,0.009701269
372,93,0.008122427,0.005512713,0.009299472,0.014076625,0.011581591,0.028448533,0.024644796,0.012920112,0.016798706,0.018893581,,0.003129719,0.012046084,0.002724439,0.011545707,0.010398688,0.0242052,0.015588562,0.014086952,0.009380473,0.007035307
373,93.25,0.007405234,0.017002552,0.016057844,0.015975701,0.02014314,0.026136116,0.016975347,0.019582621,0.01433624,0.010540982,,0.005741877,0.008382915,-0.007356426,0.009739311,0.006325384,0.021600049,0.023543012,0.012745106,0.017413959,0.004140536
374,93.5,0.009363076,0.015032681,0.013056734,0.012942866,0.025588641,0.028284627,0.016712203,0.016557285,0.019681298,-0.002620215,,0.002647889,0.009040199,-7.45026E-05,0.009245796,0.004960348,0.016965848,0.018849451,0.009488043,0.020480928,0.012458967
375,93.75,0.002656366,0.007733562,0.013957984,0.011838001,0.019506924,0.016228866,0.023476502,0.021874434,0.012393035,0.01307935,,0.000103616,0.003948642,0.001767427,0.0152227,0.003962818,0.01410037,0.021047365,0.000484732,0.014492277,0.009971746
376,94,0.012765553,0.006435652,0.01491711,0.01366676,0.02352412,0.020300864,0.03057731,0.009627013,0.006906345,0.017801791,,0.004798585,0.001935455,0.003836017,0.009551479,0.006739395,0.017061372,0.014713076,0.01313431,0.005609297,0.013368108
377,94.25,0.004530956,0.006168536,0.013759604,0.014375839,0.022051905,0.01429826,0.019469461,0.013736624,0.014175615,0.015360488,,0.002234842,0.009327101,0.004481787,0.011350323,0.008529674,0.021095303,0.020973371,0.013952227,0.012147762,0.017422434
378,94.5,0.004236935,0.002128796,0.012493179,0.011585214,0.024358132,0.024650849,0.018608748,0.008357196,0.012664697,0.014214734,,-0.001381223,-0.006046946,0.002303946,0.003913213,0.003677936,0.015138781,0.014487657,0.007556819,0.009684653,0.006730372
379,94.75,0.007409427,0.002255205,0.011196311,0.007687274,0.021853501,0.014254408,0.006501246,0.010757538,0.016735449,0.005602924,,0.005973826,0.006647623,-0.001887956,0.006473752,0.009164245,0.02283038,0.007920116,0.015252707,0.012241464,0.004891463
380,95,0.007636266,0.006961384,0.006127161,0.007997662,0.01785104,0.01343105,0.022685324,0.005669563,0.01440218,0.010406457,,-0.000357947,0.00673428,-0.001672846,0.002633377,0.004735506,0.022847946,0.009455991,0.015761702,0.008935744,0.008961499
